Feature1,Feature2,Label
-1.372928981628288,-0.4869580024044441,1
0.8129346253874011,2.2705335716719404,1
1.840428177066485,1.9209960088879166,1
1.7945477436939166,-0.9043801880573517,1
0.4441051563294584,-0.022759095882846192,1
0.38040311389019243,0.008913135733573552,0
-0.3489153033357668,0.3100767732201676,1
0.4925455930355914,-0.9528425645870073,0
-0.7539692507115088,-0.4323076381953096,0
0.2560758528944226,0.6997980579394444,0
-1.4208927995370892,2.418949895871104,0
0.9880626915133037,3.0057858449671846,0
1.7575120380855114,1.315150886157825,1
-2.621909083375417,0.12220144617887224,0
1.377681131253484,0.010959838909908926,1
0.9678554179481158,0.2871927987068101,0
-0.01595191333775292,-0.4515615833761444,1
-0.042355183634690374,2.9953694219501803,0
0.5423581760999293,0.602049176538559,1
1.1336713314630882,0.09219327782703746,1
1.357567777538502,1.2382646960940218,1
-1.9116795358514649,-1.3062091360604746,0
0.3748191825276809,-0.011843358029811402,1
0.5952900204406801,0.0752655458548886,0
-1.1499422348345125,-0.5669591686128441,0
-1.1524534937695325,-0.6915894878077722,1
1.6025208105373945,1.846844042628007,1
2.4574463029641564,1.5141803087462722,1
-1.2005630914469088,-0.6933384578214961,0
0.36204355651371356,0.16498993096754383,1
0.8016279113195532,-0.2720882662285907,0
1.467345073708668,1.3261010940321878,1
-0.19103889574075728,-0.03508527702052977,0
3.163322206320934,1.6536798054857555,1
1.8487899026776102,2.2068012186503987,1
0.3980886434410913,1.962197495961358,0
-0.599363505481096,0.9769112486422176,0
0.020048030821331886,1.5389107507771917,0
-2.041547427814106,0.5249125481207908,0
0.8573444773196015,0.5756637440079228,0
-1.0479611233462474,1.2099420891843278,0
0.9187314369480968,-0.5625990422132205,0
-0.22131492871985037,-0.9642012678640064,0
0.751972216375169,0.42017184650489026,1
0.05108918500425641,-0.421200596552573,0
-1.2070708199727285,-0.00016787929668782287,0
0.3613372088885729,-1.2979378532393187,0
1.0417821444570476,-0.48804060580745257,0
1.2879748819599164,1.0141273335353738,1
-0.6513420108508485,0.26927531116884784,0
0.6068843220944874,0.04432826525393213,1
-0.5054415439285418,1.0289732815540482,0
-1.9120154237095242,-1.2357017951101579,0
0.19472072239251514,-0.07456675876245356,1
-0.05822386356482978,-0.3938896108596841,1
0.11619897274294255,1.9723241273489527,0
-1.9081890736026297,-1.0113940905035548,0
-1.2669187468162,-0.5998648715133765,0
0.30125260531929055,1.1848983636798196,1
2.471449187037373,1.0559682519335118,1
0.29123301013006,0.6265468141713508,0
-1.0434071975585688,2.0851345562192503,0
2.970555701265805,1.3015758684712002,1
-0.9034916551808931,0.06949880048132923,0
-1.9938085763601283,-0.12015322658177496,0
-1.224578448461162,0.11903801526522567,0
0.6785509628915902,-1.3202022930979505,0
-0.4387710310697897,0.09519329881165112,0
0.3263203070875361,0.24117663013940976,1
-1.028528448213078,0.3515365084609612,0
-0.9654560928634313,0.7724129123738175,0
0.14185849543990758,2.3007862368650516,0
0.155114140268658,1.0252225684064404,1
0.9346428680180399,0.380796356664722,1
-0.8721760679097932,0.06938167324563826,1
